MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
12:01:3b:8b:38:fa,BTWiFi-with-FON,,1970-01-01 01:00:00,11,-84,51.5368317031125,-0.175235841602994,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-86,51.5368781648419,-0.1744325883511,0,578.363159179688,WIFI
00:fe:f4:09:c3:90,BTHub3-4QXM,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],1970-01-01 01:00:00,6,-86,51.5368781648419,-0.1744325883511,0,578.363159179688,WIFI
00:0b:86:71:32:71,NBH-Guest,,1970-01-01 01:00:00,6,-85,51.5368781648419,-0.1744325883511,0,578.363159179688,WIFI
02:fe:f4:09:c3:90,BTWiFi,,1970-01-01 01:00:00,6,-88,51.5368781648419,-0.1744325883511,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-77,51.5369246265714,-0.173629335099206,0,578.363159179688,WIFI
00:0b:86:71:32:71,NBH-Guest,,1970-01-01 01:00:00,6,-77,51.5369246265714,-0.173629335099206,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-81,51.5369710883009,-0.172826081847311,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-83,51.5369710883009,-0.172826081847311,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-79,51.5369710883009,-0.172826081847311,0,578.363159179688,WIFI
00:0b:86:71:32:71,NBH-Guest,,1970-01-01 01:00:00,6,-81,51.5369710883009,-0.172826081847311,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-77,51.5370175500303,-0.172022828595417,0,578.363159179688,WIFI
00:0b:86:71:32:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,1,-88,51.5370175500303,-0.172022828595417,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-88,51.5370175500303,-0.172022828595417,0,578.363159179688,WIFI
00:24:6c:41:e8:40,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,1,-89,51.5370175500303,-0.172022828595417,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-75,51.5370175500303,-0.172022828595417,0,578.363159179688,WIFI
00:0b:86:71:32:71,NBH-Guest,,1970-01-01 01:00:00,6,-86,51.5370175500303,-0.172022828595417,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-89,51.5370640117598,-0.171219575343523,0,578.363159179688,WIFI
00:0b:86:71:32:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,1,-90,51.5370640117598,-0.171219575343523,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-79,51.5370640117598,-0.171219575343523,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-75,51.5370640117598,-0.171219575343523,0,578.363159179688,WIFI
00:0b:86:71:32:71,NBH-Guest,,1970-01-01 01:00:00,6,-85,51.5370640117598,-0.171219575343523,0,578.363159179688,WIFI
00:0b:86:71:32:c1,NBH-Guest,,1970-01-01 01:00:00,1,-88,51.5370640117598,-0.171219575343523,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-75,51.5371104734892,-0.170416322091629,0,578.363159179688,WIFI
00:0b:86:71:32:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,1,-90,51.5371104734892,-0.170416322091629,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-72,51.5371104734892,-0.170416322091629,0,578.363159179688,WIFI
00:0b:86:71:32:c1,NBH-Guest,,1970-01-01 01:00:00,1,-92,51.5371104734892,-0.170416322091629,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-75,51.5371569352187,-0.169613068839735,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-89,51.5371569352187,-0.169613068839735,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-75,51.5371569352187,-0.169613068839735,0,578.363159179688,WIFI
00:0b:86:71:32:71,NBH-Guest,,1970-01-01 01:00:00,6,-88,51.5371569352187,-0.169613068839735,0,578.363159179688,WIFI
00:24:6c:41:e8:41,NBH-Guest,,1970-01-01 01:00:00,1,-90,51.5371569352187,-0.169613068839735,0,578.363159179688,WIFI
06:8b:5d:7e:49:3a,BTOpenzone-H,,1970-01-01 01:00:00,9,-90,51.5371569352187,-0.169613068839735,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-72,51.5372033969482,-0.168809815587841,0,578.363159179688,WIFI
00:24:6c:41:e8:40,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,1,-86,51.5372033969482,-0.168809815587841,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-86,51.5372033969482,-0.168809815587841,0,578.363159179688,WIFI
00:8b:5d:7e:49:3a,BTHomeHub2-3QKF,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],1970-01-01 01:00:00,9,-88,51.5372033969482,-0.168809815587841,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-72,51.5372033969482,-0.168809815587841,0,578.363159179688,WIFI
00:0b:86:71:32:71,NBH-Guest,,1970-01-01 01:00:00,6,-83,51.5372033969482,-0.168809815587841,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-73,51.5372498586776,-0.168006562335947,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-86,51.5372498586776,-0.168006562335947,0,578.363159179688,WIFI
00:8b:5d:7e:49:3a,BTHomeHub2-3QKF,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],1970-01-01 01:00:00,9,-88,51.5372498586776,-0.168006562335947,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-72,51.5372498586776,-0.168006562335947,0,578.363159179688,WIFI
0a:8b:5d:7e:49:3a,BTFON,,1970-01-01 01:00:00,9,-89,51.5372498586776,-0.168006562335947,0,578.363159179688,WIFI
06:8b:5d:7e:49:3a,BTOpenzone-H,,1970-01-01 01:00:00,9,-86,51.5372498586776,-0.168006562335947,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-79,51.5372963204071,-0.167203309084052,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-83,51.5372963204071,-0.167203309084052,0,578.363159179688,WIFI
00:8b:5d:7e:49:3a,BTHomeHub2-3QKF,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],1970-01-01 01:00:00,9,-86,51.5372963204071,-0.167203309084052,0,578.363159179688,WIFI
00:0b:86:71:32:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,1,-88,51.5372963204071,-0.167203309084052,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-76,51.5372963204071,-0.167203309084052,0,578.363159179688,WIFI
00:0b:86:71:32:71,NBH-Guest,,1970-01-01 01:00:00,6,-83,51.5372963204071,-0.167203309084052,0,578.363159179688,WIFI
0a:8b:5d:7e:49:3a,BTFON,,1970-01-01 01:00:00,9,-86,51.5372963204071,-0.167203309084052,0,578.363159179688,WIFI
06:8b:5d:7e:49:3a,BTOpenzone-H,,1970-01-01 01:00:00,9,-88,51.5372963204071,-0.167203309084052,0,578.363159179688,WIFI
00:0b:86:71:32:c1,NBH-Guest,,1970-01-01 01:00:00,1,-88,51.5372963204071,-0.167203309084052,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-78,51.5373427821366,-0.166400055832158,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-85,51.5373427821366,-0.166400055832158,0,578.363159179688,WIFI
00:8b:5d:7e:49:3a,BTHomeHub2-3QKF,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],1970-01-01 01:00:00,9,-86,51.5373427821366,-0.166400055832158,0,578.363159179688,WIFI
00:24:6c:41:e8:40,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,1,-91,51.5373427821366,-0.166400055832158,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-73,51.5373427821366,-0.166400055832158,0,578.363159179688,WIFI
00:0b:86:71:32:71,NBH-Guest,,1970-01-01 01:00:00,6,-84,51.5373427821366,-0.166400055832158,0,578.363159179688,WIFI
06:8b:5d:7e:49:3a,BTOpenzone-H,,1970-01-01 01:00:00,9,-89,51.5373427821366,-0.166400055832158,0,578.363159179688,WIFI
0a:8b:5d:7e:49:3a,BTFON,,1970-01-01 01:00:00,9,-89,51.5373427821366,-0.166400055832158,0,578.363159179688,WIFI
00:0b:86:71:32:c1,NBH-Guest,,1970-01-01 01:00:00,1,-89,51.5373427821366,-0.166400055832158,0,578.363159179688,WIFI
00:24:6c:41:e8:41,NBH-Guest,,1970-01-01 01:00:00,1,-91,51.5373427821366,-0.166400055832158,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-73,51.537389243866,-0.165596802580264,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-83,51.537389243866,-0.165596802580264,0,578.363159179688,WIFI
4c:17:eb:4e:15:b0,SKYE15AF,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],1970-01-01 01:00:00,11,-89,51.537389243866,-0.165596802580264,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-72,51.537389243866,-0.165596802580264,0,578.363159179688,WIFI
00:0b:86:71:32:71,NBH-Guest,,1970-01-01 01:00:00,6,-81,51.537389243866,-0.165596802580264,0,578.363159179688,WIFI
06:8b:5d:7e:49:3a,BTOpenzone-H,,1970-01-01 01:00:00,9,-90,51.537389243866,-0.165596802580264,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-73,51.5374357055955,-0.16479354932837,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-83,51.5374357055955,-0.16479354932837,0,578.363159179688,WIFI
00:0b:86:71:32:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,1,-86,51.5374357055955,-0.16479354932837,0,578.363159179688,WIFI
00:24:6c:41:e8:40,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,1,-89,51.5374357055955,-0.16479354932837,0,578.363159179688,WIFI
00:8b:5d:7e:49:3a,BTHomeHub2-3QKF,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],1970-01-01 01:00:00,9,-91,51.5374357055955,-0.16479354932837,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-75,51.5374357055955,-0.16479354932837,0,578.363159179688,WIFI
00:0b:86:71:32:71,NBH-Guest,,1970-01-01 01:00:00,6,-83,51.5374357055955,-0.16479354932837,0,578.363159179688,WIFI
00:0b:86:71:32:c1,NBH-Guest,,1970-01-01 01:00:00,1,-88,51.5374357055955,-0.16479354932837,0,578.363159179688,WIFI
00:24:6c:41:e8:41,NBH-Guest,,1970-01-01 01:00:00,1,-89,51.5374357055955,-0.16479354932837,0,578.363159179688,WIFI
06:8b:5d:7e:49:3a,BTOpenzone-H,,1970-01-01 01:00:00,9,-90,51.5374357055955,-0.16479354932837,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-74,51.537482167325,-0.163990296076476,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-83,51.537482167325,-0.163990296076476,0,578.363159179688,WIFI
00:24:6c:41:e8:40,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,1,-90,51.537482167325,-0.163990296076476,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-74,51.537482167325,-0.163990296076476,0,578.363159179688,WIFI
00:0b:86:71:32:71,NBH-Guest,,1970-01-01 01:00:00,6,-84,51.537482167325,-0.163990296076476,0,578.363159179688,WIFI
00:24:6c:41:e8:41,NBH-Guest,,1970-01-01 01:00:00,1,-86,51.537482167325,-0.163990296076476,0,578.363159179688,WIFI
0a:8b:5d:7e:49:3a,BTFON,,1970-01-01 01:00:00,9,-90,51.537482167325,-0.163990296076476,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-77,51.5375286290544,-0.163187042824582,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-82,51.5375286290544,-0.163187042824582,0,578.363159179688,WIFI
00:8b:5d:7e:49:3a,BTHomeHub2-3QKF,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],1970-01-01 01:00:00,9,-89,51.5375286290544,-0.163187042824582,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-72,51.5375286290544,-0.163187042824582,0,578.363159179688,WIFI
00:0b:86:71:32:71,NBH-Guest,,1970-01-01 01:00:00,6,-81,51.5375286290544,-0.163187042824582,0,578.363159179688,WIFI
0a:8b:5d:7e:49:3a,BTFON,,1970-01-01 01:00:00,9,-89,51.5375286290544,-0.163187042824582,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-75,51.5375750907839,-0.162383789572687,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-85,51.5375750907839,-0.162383789572687,0,578.363159179688,WIFI
00:8b:5d:7e:49:3a,BTHomeHub2-3QKF,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],1970-01-01 01:00:00,9,-88,51.5375750907839,-0.162383789572687,0,578.363159179688,WIFI
00:24:6c:41:e8:40,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,1,-89,51.5375750907839,-0.162383789572687,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-73,51.5375750907839,-0.162383789572687,0,578.363159179688,WIFI
00:0b:86:71:32:71,NBH-Guest,,1970-01-01 01:00:00,6,-84,51.5375750907839,-0.162383789572687,0,578.363159179688,WIFI
06:8b:5d:7e:49:3a,BTOpenzone-H,,1970-01-01 01:00:00,9,-86,51.5375750907839,-0.162383789572687,0,578.363159179688,WIFI
00:24:6c:41:e8:41,NBH-Guest,,1970-01-01 01:00:00,1,-89,51.5375750907839,-0.162383789572687,0,578.363159179688,WIFI
0a:8b:5d:7e:49:3a,BTFON,,1970-01-01 01:00:00,9,-88,51.5375750907839,-0.162383789572687,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-76,51.5376215525134,-0.161580536320793,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-83,51.5376215525134,-0.161580536320793,0,578.363159179688,WIFI
00:8b:5d:7e:49:3a,BTHomeHub2-3QKF,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],1970-01-01 01:00:00,9,-88,51.5376215525134,-0.161580536320793,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-74,51.5376215525134,-0.161580536320793,0,578.363159179688,WIFI
00:0b:86:71:32:71,NBH-Guest,,1970-01-01 01:00:00,6,-83,51.5376215525134,-0.161580536320793,0,578.363159179688,WIFI
00:24:6c:41:e8:41,NBH-Guest,,1970-01-01 01:00:00,1,-91,51.5376215525134,-0.161580536320793,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-75,51.5376680142428,-0.160777283068899,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-84,51.5376680142428,-0.160777283068899,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-72,51.5376680142428,-0.160777283068899,0,578.363159179688,WIFI
00:0b:86:71:32:71,NBH-Guest,,1970-01-01 01:00:00,6,-81,51.5376680142428,-0.160777283068899,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-77,51.5377144759723,-0.159974029817005,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-89,51.5377144759723,-0.159974029817005,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-77,51.5377144759723,-0.159974029817005,0,578.363159179688,WIFI
00:0b:86:71:32:71,NBH-Guest,,1970-01-01 01:00:00,6,-84,51.5377144759723,-0.159974029817005,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-80,51.5377609377018,-0.159170776565111,0,578.363159179688,WIFI
00:8b:5d:7e:49:3a,BTHomeHub2-3QKF,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],1970-01-01 01:00:00,9,-88,51.5377609377018,-0.159170776565111,0,578.363159179688,WIFI
00:0b:86:71:32:70,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-88,51.5377609377018,-0.159170776565111,0,578.363159179688,WIFI
00:0b:86:71:32:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,1,-90,51.5377609377018,-0.159170776565111,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-75,51.5377609377018,-0.159170776565111,0,578.363159179688,WIFI
00:0b:86:71:32:c1,NBH-Guest,,1970-01-01 01:00:00,1,-89,51.5377609377018,-0.159170776565111,0,578.363159179688,WIFI
06:8b:5d:7e:49:3a,BTOpenzone-H,,1970-01-01 01:00:00,9,-89,51.5377609377018,-0.159170776565111,0,578.363159179688,WIFI
00:0b:86:71:32:71,NBH-Guest,,1970-01-01 01:00:00,6,-90,51.5377609377018,-0.159170776565111,0,578.363159179688,WIFI
0a:8b:5d:7e:49:3a,BTFON,,1970-01-01 01:00:00,9,-89,51.5377609377018,-0.159170776565111,0,578.363159179688,WIFI
00:0b:86:71:31:c0,NBH-WIFI,[WPA-EAP-CCMP],1970-01-01 01:00:00,6,-81,51.5378073994312,-0.158367523313217,0,578.363159179688,WIFI
00:8b:5d:7e:49:3a,BTHomeHub2-3QKF,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],1970-01-01 01:00:00,9,-89,51.5378073994312,-0.158367523313217,0,578.363159179688,WIFI
00:0b:86:71:31:c1,NBH-Guest,,1970-01-01 01:00:00,6,-79,51.5378073994312,-0.158367523313217,0,578.363159179688,WIFI
0a:8b:5d:7e:49:3a,BTFON,,1970-01-01 01:00:00,9,-85,51.5378073994312,-0.158367523313217,0,578.363159179688,WIFI
06:8b:5d:7e:49:3a,BTOpenzone-H,,1970-01-01 01:00:00,9,-85,51.5378073994312,-0.158367523313217,0,578.363159179688,WIFI
c8:cd:72:78:f2:da,SKY62169,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],1970-01-01 01:00:00,6,-85,51.5378538611607,-0.157564270061322,0,578.363159179688,WIFI
c0:62:6b:29:d7:70,echonet,[WPA2-EAP-CCMP],1970-01-01 01:00:00,11,-85,51.5378538611607,-0.157564270061322,0,578.363159179688,WIFI
c0:62:6b:29:d7:71,echoguest,[WPA2-PSK-CCMP],1970-01-01 01:00:00,11,-88,51.5378538611607,-0.157564270061322,0,578.363159179688,WIFI
e0:91:f5:42:a6:b4,NETGEAR,[WEP],1970-01-01 01:00:00,11,-88,51.5378538611607,-0.157564270061322,0,578.363159179688,WIFI
c8:cd:72:78:f2:da,SKY62169,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],1970-01-01 01:00:00,6,-73,51.5379003228902,-0.156761016809428,0,578.363159179688,WIFI
34:08:04:00:0a:d7,SKY88994,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],1970-01-01 01:00:00,11,-79,51.5379003228902,-0.156761016809428,0,578.363159179688,WIFI
e8:39:df:48:9b:fc,william,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],1970-01-01 01:00:00,3,-79,51.5379003228902,-0.156761016809428,0,578.363159179688,WIFI
f0:7d:68:64:b4:77,SKY99045,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],1970-01-01 01:00:00,6,-79,51.5379003228902,-0.156761016809428,0,578.363159179688,WIFI
c0:62:6b:29:d7:70,echonet,[WPA2-EAP-CCMP],1970-01-01 01:00:00,11,-80,51.5379003228902,-0.156761016809428,0,578.363159179688,WIFI
c0:62:6b:66:03:61,echoguest,[WPA2-PSK-CCMP],1970-01-01 01:00:00,11,-80,51.5379003228902,-0.156761016809428,0,578.363159179688,WIFI
c0:62:6b:66:03:60,echonet,[WPA2-EAP-CCMP],1970-01-01 01:00:00,11,-80,51.5379003228902,-0.156761016809428,0,578.363159179688,WIFI
c0:3f:0e:ee:f7:de,AJRROUTER,[WPA2-PSK-CCMP][WPS],1970-01-01 01:00:00,1,-80,51.5379003228902,-0.156761016809428,0,578.363159179688,WIFI
00:23:f8:2b:0b:6b,KidsWireless,[WPA-PSK-TKIP],1970-01-01 01:00:00,3,-83,51.5379003228902,-0.156761016809428,0,578.363159179688,WIFI
c0:62:6b:29:fc:b1,echoguest,[WPA2-PSK-CCMP],1970-01-01 01:00:00,1,-86,51.5379003228902,-0.156761016809428,0,578.363159179688,WIFI
c0:62:6b:29:d7:71,echoguest,[WPA2-PSK-CCMP],1970-01-01 01:00:00,11,-88,51.5379003228902,-0.156761016809428,0,578.363159179688,WIFI
c0:62:6b:66:02:61,echoguest,[WPA2-PSK-CCMP],1970-01-01 01:00:00,1,-88,51.5379003228902,-0.156761016809428,0,578.363159179688,WIFI
90:01:3b:7e:31:28,blaugrana,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],1970-01-01 01:00:00,6,-89,51.5379003228902,-0.156761016809428,0,578.363159179688,WIFI
2c:b0:5d:81:dc:6a,h4ep03r0-LON,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],1970-01-01 01:00:00,11,-89,51.5379003228902,-0.156761016809428,0,578.363159179688,WIFI
e0:91:f5:42:a6:b4,NETGEAR,[WEP],1970-01-01 01:00:00,11,-74,51.5379003228902,-0.156761016809428,0,578.363159179688,WIFI
00:1e:10:94:9d:55,3-9D55,[WEP],1970-01-01 01:00:00,11,-81,51.5379003228902,-0.156761016809428,0,578.363159179688,WIFI
8a:b6:86:72:0d:22,BTOpenzone-H,,1970-01-01 01:00:00,1,-86,51.5379003228902,-0.156761016809428,0,578.363159179688,WIFI
8a:b6:86:72:0d:23,BTFON,,1970-01-01 01:00:00,1,-89,51.5379003228902,-0.156761016809428,0,578.363159179688,WIFI
00:26:44:08:00:0d,ThomsonE04C29,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],1970-01-01 01:00:00,11,-73,51.5379467846196,-0.155957763557534,0,578.363159179688,WIFI
90:01:3b:7e:31:28,blaugrana,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],1970-01-01 01:00:00,6,-77,51.5379467846196,-0.155957763557534,0,578.363159179688,WIFI
2c:b0:5d:be:5c:5a,virginmedia5194898,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],1970-01-01 01:00:00,8,-79,51.5379467846196,-0.155957763557534,0,578.363159179688,WIFI
00:24:b2:9a:81:1e,TheTardis,[WPA-PSK-TKIP],1970-01-01 01:00:00,6,-80,51.5379467846196,-0.155957763557534,0,578.363159179688,WIFI
c0:62:6b:29:fc:b0,echonet,[WPA2-EAP-CCMP],1970-01-01 01:00:00,1,-81,51.5379467846196,-0.155957763557534,0,578.363159179688,WIFI
c0:62:6b:66:03:60,echonet,[WPA2-EAP-CCMP],1970-01-01 01:00:00,11,-81,51.5379467846196,-0.155957763557534,0,578.363159179688,WIFI
4c:17:eb:74:b9:de,SKY4B9DD,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],1970-01-01 01:00:00,1,-82,51.5379467846196,-0.155957763557534,0,578.363159179688,WIFI
c0:62:6b:29:fc:b1,echoguest,[WPA2-PSK-CCMP],1970-01-01 01:00:00,1,-82,51.5379467846196,-0.155957763557534,0,578.363159179688,WIFI
08:76:ff:ac:a0:78,PlusnetWirelessACA078,[WPA-PSK-TKIP][WPA2-PSK-CCMP],1970-01-01 01:00:00,1,-82,51.5379467846196,-0.155957763557534,0,578.363159179688,WIFI
c0:62:6b:66:03:61,echoguest,[WPA2-PSK-CCMP],1970-01-01 01:00:00,11,-82,51.5379467846196,-0.155957763557534,0,578.363159179688,WIFI
00:ac:54:cc:a1:da,BTHub3-3F7N,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],1970-01-01 01:00:00,1,-85,51.5379467846196,-0.155957763557534,0,578.363159179688,WIFI
c8:cd:72:78:f2:da,SKY62169,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],1970-01-01 01:00:00,6,-86,51.5379467846196,-0.155957763557534,0,578.363159179688,WIFI
4c:ed:de:17:e3:d2,TALKTALK-17E3D0,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],1970-01-01 01:00:00,1,-88,51.5379467846196,-0.155957763557534,0,578.363159179688,WIFI
